,user_id,count,mean,std,min,25%,50%,75%,max
100,3454,1.0,199.88,,199.88,199.88,199.88,199.88,199.88
101,3457,1.0,901.93,,901.93,901.93,901.93,901.93,901.93
102,3524,1.0,424.73,,424.73,424.73,424.73,424.73,424.73
103,3584,6.0,585.5600000000001,201.79669620685073,409.3,471.7325,535.7750000000001,591.5600000000001,971.97
104,3601,1.0,638.86,,638.86,638.86,638.86,638.86,638.86
105,3649,1.0,919.25,,919.25,919.25,919.25,919.25,919.25
106,3664,1.0,3293.04,,3293.04,3293.04,3293.04,3293.04,3293.04
107,3681,1.0,89.0,,89.0,89.0,89.0,89.0,89.0
108,3684,1.0,179.08,,179.08,179.08,179.08,179.08,179.08
109,3698,1.0,83.64,,83.64,83.64,83.64,83.64,83.64
110,3722,1.0,3325.56,,3325.56,3325.56,3325.56,3325.56,3325.56
111,3807,1.0,3286.55,,3286.55,3286.55,3286.55,3286.55,3286.55
112,3826,1.0,10.71,,10.71,10.71,10.71,10.71,10.71
113,3838,1.0,315.43,,315.43,315.43,315.43,315.43,315.43
114,3864,1.0,1955.6,,1955.6,1955.6,1955.6,1955.6,1955.6
115,3942,1.0,192.63,,192.63,192.63,192.63,192.63,192.63
116,3995,1.0,255.15,,255.15,255.15,255.15,255.15,255.15
117,4001,1.0,204.65,,204.65,204.65,204.65,204.65,204.65
118,4042,1.0,1990.25,,1990.25,1990.25,1990.25,1990.25,1990.25
119,4047,1.0,321.04,,321.04,321.04,321.04,321.04,321.04
120,4058,1.0,181.05,,181.05,181.05,181.05,181.05,181.05
121,4277,1.0,423.33,,423.33,423.33,423.33,423.33,423.33
122,4337,1.0,30.92,,30.92,30.92,30.92,30.92,30.92
123,4379,1.0,325.9,,325.9,325.9,325.9,325.9,325.9
124,4389,1.0,1951.54,,1951.54,1951.54,1951.54,1951.54,1951.54
125,4414,1.0,620.51,,620.51,620.51,620.51,620.51,620.51
126,4429,1.0,10.92,,10.92,10.92,10.92,10.92,10.92
127,4447,1.0,10.1,,10.1,10.1,10.1,10.1,10.1
128,4453,1.0,258.2,,258.2,258.2,258.2,258.2,258.2
129,4509,1.0,931.9,,931.9,931.9,931.9,931.9,931.9
130,4600,1.0,193.72,,193.72,193.72,193.72,193.72,193.72
131,4651,3.0,2059.476666666667,1024.970144800976,1019.39,1554.8999999999999,2090.41,2579.52,3068.63
132,4688,1.0,382.25,,382.25,382.25,382.25,382.25,382.25
133,4710,1.0,485.82,,485.82,485.82,485.82,485.82,485.82
134,4744,1.0,636.78,,636.78,636.78,636.78,636.78,636.78
135,4750,1.0,12.19,,12.19,12.19,12.19,12.19,12.19
136,4798,2.0,243.64999999999998,12.034957415795047,235.14,239.39499999999998,243.64999999999998,247.905,252.16
137,4800,1.0,342.32,,342.32,342.32,342.32,342.32,342.32
138,4893,1.0,1407.46,,1407.46,1407.46,1407.46,1407.46,1407.46
139,4904,1.0,674.18,,674.18,674.18,674.18,674.18,674.18
140,5058,1.0,1683.57,,1683.57,1683.57,1683.57,1683.57,1683.57
141,5078,1.0,80.66,,80.66,80.66,80.66,80.66,80.66
142,5111,1.0,387.76,,387.76,387.76,387.76,387.76,387.76
143,5121,1.0,1061.14,,1061.14,1061.14,1061.14,1061.14,1061.14
144,5130,1.0,264.87,,264.87,264.87,264.87,264.87,264.87
145,5156,1.0,306.95,,306.95,306.95,306.95,306.95,306.95
146,5203,1.0,2526.12,,2526.12,2526.12,2526.12,2526.12,2526.12
147,5285,1.0,288.51,,288.51,288.51,288.51,288.51,288.51
148,5288,2.0,232.365,188.1823276771759,99.3,165.83249999999998,232.365,298.89750000000004,365.43
149,5331,1.0,10.38,,10.38,10.38,10.38,10.38,10.38
150,5398,1.0,574.83,,574.83,574.83,574.83,574.83,574.83
151,5537,2.0,4007.8199999999997,1.3717871555019407,4006.85,4007.335,4007.8199999999997,4008.305,4008.79
152,5541,3.0,2541.356666666667,48.665389480958105,2511.43,2513.2799999999997,2515.13,2556.32,2597.51
153,5734,1.0,50.11,,50.11,50.11,50.11,50.11,50.11
154,5736,1.0,68.95,,68.95,68.95,68.95,68.95,68.95
155,5768,1.0,469.33,,469.33,469.33,469.33,469.33,469.33
156,5775,1.0,180.58,,180.58,180.58,180.58,180.58,180.58
157,5798,1.0,10.32,,10.32,10.32,10.32,10.32,10.32
158,5838,1.0,121.96,,121.96,121.96,121.96,121.96,121.96
159,5850,1.0,1231.87,,1231.87,1231.87,1231.87,1231.87,1231.87
160,5892,1.0,5.56,,5.56,5.56,5.56,5.56,5.56
161,5911,1.0,571.64,,571.64,571.64,571.64,571.64,571.64
162,5936,1.0,157.41,,157.41,157.41,157.41,157.41,157.41
163,5949,1.0,1138.13,,1138.13,1138.13,1138.13,1138.13,1138.13
164,6017,1.0,2155.38,,2155.38,2155.38,2155.38,2155.38,2155.38
165,6024,2.0,8.09,3.818376618407356,5.39,6.739999999999999,8.09,9.44,10.79
166,6099,1.0,167.75,,167.75,167.75,167.75,167.75,167.75
167,6213,1.0,75.83,,75.83,75.83,75.83,75.83,75.83
168,6220,1.0,2.14,,2.14,2.14,2.14,2.14,2.14
169,6326,1.0,100.35,,100.35,100.35,100.35,100.35,100.35
170,6332,1.0,222.12,,222.12,222.12,222.12,222.12,222.12
171,6333,1.0,70.41,,70.41,70.41,70.41,70.41,70.41
172,6363,2.0,1494.24,1399.6047362737809,504.57,999.405,1494.2399999999998,1989.0749999999998,2483.91
173,6406,1.0,747.49,,747.49,747.49,747.49,747.49,747.49
174,6422,1.0,178.21,,178.21,178.21,178.21,178.21,178.21
175,6434,1.0,396.84,,396.84,396.84,396.84,396.84,396.84
176,6467,1.0,592.44,,592.44,592.44,592.44,592.44,592.44
177,6538,3.0,896.1,734.406175287218,50.12,659.155,1268.19,1319.0900000000001,1369.99
178,6583,1.0,992.07,,992.07,992.07,992.07,992.07,992.07
179,6588,1.0,60.8,,60.8,60.8,60.8,60.8,60.8
180,6627,1.0,329.79,,329.79,329.79,329.79,329.79,329.79
181,6645,1.0,551.82,,551.82,551.82,551.82,551.82,551.82
182,6692,1.0,1287.02,,1287.02,1287.02,1287.02,1287.02,1287.02
183,6712,1.0,80.02,,80.02,80.02,80.02,80.02,80.02
184,6714,1.0,20.32,,20.32,20.32,20.32,20.32,20.32
185,6761,3.0,1062.3933333333334,423.5888478623267,785.63,818.575,851.52,1200.775,1550.03
186,6770,1.0,344.72,,344.72,344.72,344.72,344.72,344.72
187,6868,1.0,170.34,,170.34,170.34,170.34,170.34,170.34
188,6896,1.0,116.99,,116.99,116.99,116.99,116.99,116.99
189,6909,1.0,317.05,,317.05,317.05,317.05,317.05,317.05
190,6920,1.0,780.29,,780.29,780.29,780.29,780.29,780.29
191,6939,1.0,2041.62,,2041.62,2041.62,2041.62,2041.62,2041.62
192,7019,1.0,209.73,,209.73,209.73,209.73,209.73,209.73
193,7117,1.0,70.54,,70.54,70.54,70.54,70.54,70.54
194,7149,1.0,232.99,,232.99,232.99,232.99,232.99,232.99
195,7161,1.0,164.39,,164.39,164.39,164.39,164.39,164.39
196,7196,2.0,301.91,398.39810265612465,20.2,161.05499999999998,301.91,442.765,583.62
197,7209,1.0,2705.3,,2705.3,2705.3,2705.3,2705.3,2705.3
198,7281,4.0,170.72,163.5886458977721,10.82,40.775,168.64,298.585,334.78
199,7297,1.0,445.94,,445.94,445.94,445.94,445.94,445.94
200,7348,1.0,701.18,,701.18,701.18,701.18,701.18,701.18
201,7407,1.0,266.67,,266.67,266.67,266.67,266.67,266.67
202,7488,1.0,96.3,,96.3,96.3,96.3,96.3,96.3
203,7536,1.0,242.04,,242.04,242.04,242.04,242.04,242.04
204,7593,1.0,494.73,,494.73,494.73,494.73,494.73,494.73
205,7609,1.0,1487.81,,1487.81,1487.81,1487.81,1487.81,1487.81
206,7623,1.0,152.78,,152.78,152.78,152.78,152.78,152.78
207,7682,1.0,1200.82,,1200.82,1200.82,1200.82,1200.82,1200.82
208,7683,1.0,367.19,,367.19,367.19,367.19,367.19,367.19
209,7695,7.0,607.7414285714286,56.74637122864377,495.36,599.2950000000001,608.08,638.61,674.94
210,7709,1.0,183.23,,183.23,183.23,183.23,183.23,183.23
211,7725,7.0,1546.1342857142856,994.3990330656526,10.14,1007.35,1576.68,2313.415,2594.59
212,7811,2.0,1062.745,852.0283159907304,460.27,761.5074999999999,1062.745,1363.9825,1665.22
213,7875,1.0,294.33,,294.33,294.33,294.33,294.33,294.33
214,7928,1.0,1111.5,,1111.5,1111.5,1111.5,1111.5,1111.5
215,7961,1.0,2022.55,,2022.55,2022.55,2022.55,2022.55,2022.55
216,7962,1.0,2026.25,,2026.25,2026.25,2026.25,2026.25,2026.25
217,7994,1.0,245.44,,245.44,245.44,245.44,245.44,245.44
218,8029,1.0,1826.42,,1826.42,1826.42,1826.42,1826.42,1826.42
219,8031,1.0,338.76,,338.76,338.76,338.76,338.76,338.76
220,8232,1.0,370.2,,370.2,370.2,370.2,370.2,370.2
221,8359,1.0,267.65,,267.65,267.65,267.65,267.65,267.65
222,8418,1.0,584.44,,584.44,584.44,584.44,584.44,584.44
223,8431,1.0,279.17,,279.17,279.17,279.17,279.17,279.17
224,8433,1.0,213.91,,213.91,213.91,213.91,213.91,213.91
225,8535,1.0,177.36,,177.36,177.36,177.36,177.36,177.36
226,8615,1.0,390.35,,390.35,390.35,390.35,390.35,390.35
227,8653,1.0,315.69,,315.69,315.69,315.69,315.69,315.69
228,8682,1.0,687.32,,687.32,687.32,687.32,687.32,687.32
229,8718,1.0,167.8,,167.8,167.8,167.8,167.8,167.8
230,8743,1.0,2628.88,,2628.88,2628.88,2628.88,2628.88,2628.88
231,8761,1.0,3986.64,,3986.64,3986.64,3986.64,3986.64,3986.64
232,8786,1.0,1757.61,,1757.61,1757.61,1757.61,1757.61,1757.61
233,8836,1.0,1268.32,,1268.32,1268.32,1268.32,1268.32,1268.32
234,8846,1.0,224.34,,224.34,224.34,224.34,224.34,224.34
235,8979,1.0,394.58,,394.58,394.58,394.58,394.58,394.58
236,9005,3.0,63.98666666666666,20.568462104234563,40.93,55.754999999999995,70.58,75.515,80.45
237,9096,1.0,80.28,,80.28,80.28,80.28,80.28,80.28
238,9116,1.0,2085.01,,2085.01,2085.01,2085.01,2085.01,2085.01
239,9169,1.0,42.57,,42.57,42.57,42.57,42.57,42.57
240,9271,1.0,213.71,,213.71,213.71,213.71,213.71,213.71
241,9307,1.0,189.44,,189.44,189.44,189.44,189.44,189.44
242,9328,1.0,248.04,,248.04,248.04,248.04,248.04,248.04
243,9335,1.0,613.89,,613.89,613.89,613.89,613.89,613.89
244,9486,1.0,97.25,,97.25,97.25,97.25,97.25,97.25
245,9555,1.0,192.63,,192.63,192.63,192.63,192.63,192.63
246,9579,1.0,753.01,,753.01,753.01,753.01,753.01,753.01
247,9600,2.0,2987.5,1341.933107200206,2038.61,2513.055,2987.5,3461.9449999999997,3936.39
248,9612,1.0,1193.45,,1193.45,1193.45,1193.45,1193.45,1193.45
249,9624,1.0,380.79,,380.79,380.79,380.79,380.79,380.79
250,9666,1.0,444.21,,444.21,444.21,444.21,444.21,444.21
251,9669,3.0,588.7466666666667,151.93443465302173,490.43,501.25,512.07,637.905,763.74
252,9725,1.0,296.94,,296.94,296.94,296.94,296.94,296.94
253,9790,1.0,559.49,,559.49,559.49,559.49,559.49,559.49
254,9853,9.0,128.8677777777778,204.0030646079721,1.3,19.17,22.95,84.4,567.14
255,9868,1.0,286.8,,286.8,286.8,286.8,286.8,286.8
256,9907,1.0,52.56,,52.56,52.56,52.56,52.56,52.56
257,9925,1.0,565.24,,565.24,565.24,565.24,565.24,565.24
258,9960,1.0,10.92,,10.92,10.92,10.92,10.92,10.92
259,9983,1.0,320.41,,320.41,320.41,320.41,320.41,320.41
260,9989,1.0,142.67,,142.67,142.67,142.67,142.67,142.67
261,10004,1.0,291.99,,291.99,291.99,291.99,291.99,291.99
262,10006,1.0,210.23,,210.23,210.23,210.23,210.23,210.23
263,10033,1.0,94.06,,94.06,94.06,94.06,94.06,94.06
264,10043,1.0,1390.16,,1390.16,1390.16,1390.16,1390.16,1390.16
265,10054,1.0,418.23,,418.23,418.23,418.23,418.23,418.23
266,10218,1.0,1257.4,,1257.4,1257.4,1257.4,1257.4,1257.4
267,10241,5.0,1414.8400000000001,938.1347863446916,139.56,867.03,1522.16,2037.67,2507.78
268,10330,1.0,521.84,,521.84,521.84,521.84,521.84,521.84
269,10337,1.0,1373.24,,1373.24,1373.24,1373.24,1373.24,1373.24
270,10378,3.0,302.76333333333326,268.15369479709454,20.17,177.315,334.46,444.05999999999995,553.66
271,10405,2.0,260.195,2.453660530717339,258.46,259.3275,260.195,261.0625,261.93
272,10431,1.0,579.84,,579.84,579.84,579.84,579.84,579.84
273,10449,1.0,407.43,,407.43,407.43,407.43,407.43,407.43
274,10563,1.0,386.81,,386.81,386.81,386.81,386.81,386.81
275,10576,1.0,198.36,,198.36,198.36,198.36,198.36,198.36
276,10714,1.0,5.46,,5.46,5.46,5.46,5.46,5.46
277,10749,1.0,773.11,,773.11,773.11,773.11,773.11,773.11
278,10778,1.0,1063.98,,1063.98,1063.98,1063.98,1063.98,1063.98
279,11005,1.0,1669.81,,1669.81,1669.81,1669.81,1669.81,1669.81
280,11038,1.0,18.87,,18.87,18.87,18.87,18.87,18.87
281,11065,4.0,606.825,613.366795346254,263.93,295.5875,318.72,629.9575,1525.93
282,11067,1.0,90.62,,90.62,90.62,90.62,90.62,90.62
283,11075,1.0,1825.43,,1825.43,1825.43,1825.43,1825.43,1825.43
284,11125,1.0,570.76,,570.76,570.76,570.76,570.76,570.76
285,11142,1.0,366.57,,366.57,366.57,366.57,366.57,366.57
286,11234,1.0,1335.5,,1335.5,1335.5,1335.5,1335.5,1335.5
287,11244,1.0,366.79,,366.79,366.79,366.79,366.79,366.79
288,11306,1.0,395.36,,395.36,395.36,395.36,395.36,395.36
289,11320,1.0,299.74,,299.74,299.74,299.74,299.74,299.74
290,11338,1.0,752.41,,752.41,752.41,752.41,752.41,752.41
291,11383,2.0,335.66499999999996,330.42392778066176,102.02,218.84249999999997,335.66499999999996,452.48749999999995,569.31
292,11394,1.0,169.99,,169.99,169.99,169.99,169.99,169.99
293,11452,8.0,905.825,229.55159631644594,542.75,730.4475,949.845,1021.89,1262.73
294,11460,1.0,459.07,,459.07,459.07,459.07,459.07,459.07
295,11462,1.0,1350.1,,1350.1,1350.1,1350.1,1350.1,1350.1
296,11570,1.0,192.29,,192.29,192.29,192.29,192.29,192.29
297,11611,1.0,809.71,,809.71,809.71,809.71,809.71,809.71
298,11634,1.0,10.32,,10.32,10.32,10.32,10.32,10.32
299,11648,1.0,815.82,,815.82,815.82,815.82,815.82,815.82
300,11651,1.0,75.35,,75.35,75.35,75.35,75.35,75.35
301,11663,1.0,329.95,,329.95,329.95,329.95,329.95,329.95
302,11750,31.0,574.718064516129,126.02887268186748,10.46,534.6500000000001,607.45,646.45,688.87
303,11791,2.0,239.18,40.06467022202978,210.85,225.015,239.18,253.345,267.51
304,11805,1.0,524.18,,524.18,524.18,524.18,524.18,524.18
305,11838,1.0,1295.63,,1295.63,1295.63,1295.63,1295.63,1295.63
306,11844,1.0,279.23,,279.23,279.23,279.23,279.23,279.23
307,11858,1.0,3988.01,,3988.01,3988.01,3988.01,3988.01,3988.01
308,11867,1.0,211.5,,211.5,211.5,211.5,211.5,211.5
309,11880,1.0,1283.33,,1283.33,1283.33,1283.33,1283.33,1283.33
310,11899,1.0,329.07,,329.07,329.07,329.07,329.07,329.07
311,11924,1.0,156.12,,156.12,156.12,156.12,156.12,156.12
312,12018,1.0,1180.27,,1180.27,1180.27,1180.27,1180.27,1180.27
313,12064,1.0,914.24,,914.24,914.24,914.24,914.24,914.24
314,12070,1.0,445.53,,445.53,445.53,445.53,445.53,445.53
315,12148,1.0,627.54,,627.54,627.54,627.54,627.54,627.54
316,12200,1.0,545.77,,545.77,545.77,545.77,545.77,545.77
317,12212,1.0,1129.96,,1129.96,1129.96,1129.96,1129.96,1129.96
318,12239,1.0,311.94,,311.94,311.94,311.94,311.94,311.94
319,12259,1.0,1459.66,,1459.66,1459.66,1459.66,1459.66,1459.66
320,12315,1.0,749.07,,749.07,749.07,749.07,749.07,749.07
321,12431,1.0,1075.63,,1075.63,1075.63,1075.63,1075.63,1075.63
322,12525,1.0,320.02,,320.02,320.02,320.02,320.02,320.02
323,12552,1.0,231.19,,231.19,231.19,231.19,231.19,231.19
324,12593,1.0,2434.4,,2434.4,2434.4,2434.4,2434.4,2434.4
325,12621,1.0,149.14,,149.14,149.14,149.14,149.14,149.14
326,12627,1.0,577.29,,577.29,577.29,577.29,577.29,577.29
327,12647,1.0,517.16,,517.16,517.16,517.16,517.16,517.16
328,12648,1.0,279.5,,279.5,279.5,279.5,279.5,279.5
329,12678,2.0,729.825,232.95632906190804,565.1,647.4625,729.825,812.1875,894.55
330,12681,1.0,550.56,,550.56,550.56,550.56,550.56,550.56
331,12689,1.0,1003.6,,1003.6,1003.6,1003.6,1003.6,1003.6
332,12756,1.0,3923.44,,3923.44,3923.44,3923.44,3923.44,3923.44
333,12779,1.0,165.72,,165.72,165.72,165.72,165.72,165.72
334,12830,1.0,2475.3,,2475.3,2475.3,2475.3,2475.3,2475.3
335,12867,1.0,1025.45,,1025.45,1025.45,1025.45,1025.45,1025.45
336,12876,1.0,40.99,,40.99,40.99,40.99,40.99,40.99
337,12882,1.0,504.68,,504.68,504.68,504.68,504.68,504.68
338,12890,1.0,251.68,,251.68,251.68,251.68,251.68,251.68
339,12895,1.0,1500.31,,1500.31,1500.31,1500.31,1500.31,1500.31
340,12947,1.0,1058.78,,1058.78,1058.78,1058.78,1058.78,1058.78
341,13001,4.0,133.42999999999998,245.37337807241167,10.55,10.715,10.84,133.555,501.49
342,13006,1.0,585.05,,585.05,585.05,585.05,585.05,585.05
343,13050,1.0,238.04,,238.04,238.04,238.04,238.04,238.04
344,13080,1.0,253.0,,253.0,253.0,253.0,253.0,253.0
345,13108,1.0,873.21,,873.21,873.21,873.21,873.21,873.21
346,13111,1.0,1937.33,,1937.33,1937.33,1937.33,1937.33,1937.33
347,13229,2.0,1030.385,464.5479420361261,701.9,866.1424999999999,1030.385,1194.6274999999998,1358.87
348,13251,1.0,90.65,,90.65,90.65,90.65,90.65,90.65
349,13261,1.0,605.96,,605.96,605.96,605.96,605.96,605.96
350,13286,1.0,267.15,,267.15,267.15,267.15,267.15,267.15
351,13345,1.0,45.55,,45.55,45.55,45.55,45.55,45.55
352,13368,1.0,190.38,,190.38,190.38,190.38,190.38,190.38
353,13395,1.0,70.85,,70.85,70.85,70.85,70.85,70.85
354,13417,1.0,3087.71,,3087.71,3087.71,3087.71,3087.71,3087.71
355,13515,1.0,78.18,,78.18,78.18,78.18,78.18,78.18
356,13537,1.0,202.54,,202.54,202.54,202.54,202.54,202.54
357,13609,1.0,2554.87,,2554.87,2554.87,2554.87,2554.87,2554.87
358,13639,1.0,417.45,,417.45,417.45,417.45,417.45,417.45
359,13671,1.0,282.5,,282.5,282.5,282.5,282.5,282.5
360,13727,1.0,212.33,,212.33,212.33,212.33,212.33,212.33
361,13748,1.0,1978.94,,1978.94,1978.94,1978.94,1978.94,1978.94
362,13762,1.0,279.3,,279.3,279.3,279.3,279.3,279.3
363,13772,1.0,554.26,,554.26,554.26,554.26,554.26,554.26
364,13793,1.0,3958.51,,3958.51,3958.51,3958.51,3958.51,3958.51
365,13816,1.0,2100.32,,2100.32,2100.32,2100.32,2100.32,2100.32
366,13866,1.0,278.87,,278.87,278.87,278.87,278.87,278.87
367,13898,1.0,77.16,,77.16,77.16,77.16,77.16,77.16
368,13921,1.0,157.58,,157.58,157.58,157.58,157.58,157.58
369,13942,1.0,130.83,,130.83,130.83,130.83,130.83,130.83
370,13967,1.0,525.33,,525.33,525.33,525.33,525.33,525.33
371,14157,1.0,2427.53,,2427.53,2427.53,2427.53,2427.53,2427.53
372,14205,1.0,559.23,,559.23,559.23,559.23,559.23,559.23
373,14207,1.0,271.0,,271.0,271.0,271.0,271.0,271.0
374,14208,1.0,1458.29,,1458.29,1458.29,1458.29,1458.29,1458.29
375,14213,1.0,405.33,,405.33,405.33,405.33,405.33,405.33
376,14303,1.0,471.78,,471.78,471.78,471.78,471.78,471.78
377,14358,1.0,293.08,,293.08,293.08,293.08,293.08,293.08
378,14419,1.0,10.67,,10.67,10.67,10.67,10.67,10.67
379,14440,1.0,1035.64,,1035.64,1035.64,1035.64,1035.64,1035.64
380,14499,1.0,154.45,,154.45,154.45,154.45,154.45,154.45
381,14506,1.0,40.27,,40.27,40.27,40.27,40.27,40.27
